"pathwayID","overlap","n","description","memo","Pval","fold"
"3957",1,"12","Regulation of pseudopodium assembly "," http://amigo.geneontology.org/amigo/term/GO:0031272",0.256052708554122,3.50842696629213
"3958",1,"12","Positive regulation of pseudopodium assembly "," http://amigo.geneontology.org/amigo/term/GO:0031274",0.256052708554122,3.50842696629213
"3959",1,"43","Regulation of cyclase activity "," http://amigo.geneontology.org/amigo/term/GO:0031279",0.716002032369975,0.825512227362855
"3961",1,"21","Positive regulation of cyclase activity "," http://amigo.geneontology.org/amigo/term/GO:0031281",0.522849937607846,1.40337078651685
"3968",1,"33","Lymphocyte costimulation "," http://amigo.geneontology.org/amigo/term/GO:0031294",0.694137136938252,0.877106741573034
"3969",1,"30","T cell costimulation "," http://amigo.geneontology.org/amigo/term/GO:0031295",0.670593963046364,0.935580524344569
"3971",1,"36","Replication fork processing "," http://amigo.geneontology.org/amigo/term/GO:0031297",0.486169863712012,1.55930087390762
"3972",54,"2609","Negative regulation of cellular metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0031324",0.468406382240428,1.01720835532765
"3973",56,"3197","Positive regulation of cellular metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0031325",0.979038947703132,0.801108705860793
"3974",59,"3991","Regulation of cellular biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0031326",0.995248374636883,0.761719194153582
"3975",28,"1595","Negative regulation of cellular biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0031327",0.739653884095912,0.907491501673716
"3976",28,"1942","Positive regulation of cellular biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0031328",0.995408356105767,0.664879560447917
"3977",17,"739","Regulation of cellular catabolic process "," http://amigo.geneontology.org/amigo/term/GO:0031329",0.474747775956211,1.03727405959941
"3978",5,"240","Negative regulation of cellular catabolic process "," http://amigo.geneontology.org/amigo/term/GO:0031330",0.615377613615931,0.94822350440328
"3979",8,"412","Positive regulation of cellular catabolic process "," http://amigo.geneontology.org/amigo/term/GO:0031331",0.640153216408114,0.927848453895441
"3980",9,"151","Negative regulation of protein-containing complex assembly "," http://amigo.geneontology.org/amigo/term/GO:0031333",0.0273742238741855,2.07054706207405
"3981",8,"239","Positive regulation of protein-containing complex assembly "," http://amigo.geneontology.org/amigo/term/GO:0031334",0.453984052208086,1.08999672739173
"3983",2,"28","Regulation of vesicle fusion "," http://amigo.geneontology.org/amigo/term/GO:0031338",0.263116678901191,2.00481540930979
"3984",1,"6","Negative regulation of vesicle fusion "," http://amigo.geneontology.org/amigo/term/GO:0031339",0.256052708554122,3.50842696629213
"3985",1,"13","Positive regulation of vesicle fusion "," http://amigo.geneontology.org/amigo/term/GO:0031340",0.358386953649252,2.33895131086142
"3986",2,"90","Regulation of cell killing "," http://amigo.geneontology.org/amigo/term/GO:0031341",0.765199755557743,0.738616203429923
"3987",1,"26","Negative regulation of cell killing "," http://amigo.geneontology.org/amigo/term/GO:0031342",0.556918413783459,1.27579162410623
"3988",1,"59","Positive regulation of cell killing "," http://amigo.geneontology.org/amigo/term/GO:0031343",0.843187347823344,0.561348314606742
"3989",24,"718","Regulation of cell projection organization "," http://amigo.geneontology.org/amigo/term/GO:0031344",0.0948376383015614,1.32081956378057
"399",1,"102","Regulation of heart rate "," http://amigo.geneontology.org/amigo/term/GO:0002027",0.874528612189685,0.501203852327448
"3990",8,"203","Negative regulation of cell projection organization "," http://amigo.geneontology.org/amigo/term/GO:0031345",0.108390801400948,1.65102445472571
"3991",9,"415","Positive regulation of cell projection organization "," http://amigo.geneontology.org/amigo/term/GO:0031346",0.752691739277346,0.842022471910112
"3992",20,"549","Regulation of defense response "," http://amigo.geneontology.org/amigo/term/GO:0031347",0.0638068711679552,1.43201100664985
"3993",8,"211","Negative regulation of defense response "," http://amigo.geneontology.org/amigo/term/GO:0031348",0.0767920112144824,1.7820581416087
"3994",9,"247","Positive regulation of defense response "," http://amigo.geneontology.org/amigo/term/GO:0031349",0.291579957644813,1.25052842362888
"3995",1,"28","N-terminal protein amino acid modification "," http://amigo.geneontology.org/amigo/term/GO:0031365",0.404161351344816,2.00481540930979
"3996",1,"12","Regulation of prostaglandin biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0031392",0.30910664199858,2.80674157303371
"3998",1,"9","Positive regulation of prostaglandin biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0031394",0.256052708554122,3.50842696629213
"3999",3,"207","Regulation of protein ubiquitination "," http://amigo.geneontology.org/amigo/term/GO:0031396",0.82064525949694,0.690182354024682
"4",2,"102","Regulation of DNA recombination "," http://amigo.geneontology.org/amigo/term/GO:0000018",0.708744656145469,0.825512227362855
"40",2,"236","Protein polyubiquitination "," http://amigo.geneontology.org/amigo/term/GO:0000209",0.916823820967066,0.501203852327448
"400",3,"91","Regulation of sodium ion transport "," http://amigo.geneontology.org/amigo/term/GO:0002028",0.515294639040558,1.10792430514488
"4000",2,"79","Negative regulation of protein ubiquitination "," http://amigo.geneontology.org/amigo/term/GO:0031397",0.540840596442877,1.12269662921348
"4001",2,"117","Positive regulation of protein ubiquitination "," http://amigo.geneontology.org/amigo/term/GO:0031398",0.65931737410236,0.905400507430228
"4002",37,"1553","Regulation of protein modification process "," http://amigo.geneontology.org/amigo/term/GO:0031399",0.433701744122442,1.03642153894458
"4003",16,"550","Negative regulation of protein modification process "," http://amigo.geneontology.org/amigo/term/GO:0031400",0.25677712031069,1.20074505798233
"4004",21,"996","Positive regulation of protein modification process "," http://amigo.geneontology.org/amigo/term/GO:0031401",0.722419758828132,0.904011856345213
"401",1,"28","Desensitization of G protein-coupled receptor signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0002029",0.522849937607846,1.40337078651685
"4021",12,"125","Chromatin assembly "," http://amigo.geneontology.org/amigo/term/GO:0031497",0.000536405042658554,2.95446481371969
"4023",3,"245","Protein-containing complex localization "," http://amigo.geneontology.org/amigo/term/GO:0031503",0.931992818920471,0.52626404494382
"4028",6,"107","Actin cytoskeleton reorganization "," http://amigo.geneontology.org/amigo/term/GO:0031532",0.105816243202725,1.8304836345872
"403",1,"18","G protein-coupled receptor internalization "," http://amigo.geneontology.org/amigo/term/GO:0002031",0.404161351344816,2.00481540930979
"4034",1,"95","DNA integrity checkpoint signaling "," http://amigo.geneontology.org/amigo/term/GO:0031570",0.755165819490379,0.738616203429923
"4037",2,"40","Spindle checkpoint signaling "," http://amigo.geneontology.org/amigo/term/GO:0031577",0.156049198649507,2.80674157303371
"4038",3,"23","Membrane raft organization "," http://amigo.geneontology.org/amigo/term/GO:0031579",0.0725896730817617,3.00722311396469
"4039",1,"5","Membrane raft distribution "," http://amigo.geneontology.org/amigo/term/GO:0031580",0.198937065734469,4.67790262172285
"4045",9,"351","Cell-substrate adhesion "," http://amigo.geneontology.org/amigo/term/GO:0031589",0.507878207823289,1.03527353103702
"4050",5,"120","Receptor internalization "," http://amigo.geneontology.org/amigo/term/GO:0031623",0.241146433786656,1.4929476452307
"4056",1,"66","Zymogen activation "," http://amigo.geneontology.org/amigo/term/GO:0031638",0.804044771001175,0.637895812053115
"4058",3,"64","Killing of cells of other organism "," http://amigo.geneontology.org/amigo/term/GO:0031640",0.261872183863109,1.68404494382022
"4059",1,"56","Regulation of myelination "," http://amigo.geneontology.org/amigo/term/GO:0031641",0.804044771001175,0.637895812053115
"4061",1,"21","Positive regulation of myelination "," http://amigo.geneontology.org/amigo/term/GO:0031643",0.486169863712012,1.55930087390762
"4062",5,"182","Regulation of nervous system process "," http://amigo.geneontology.org/amigo/term/GO:0031644",0.325570759001387,1.32393470426118
"4064",2,"50","Positive regulation of nervous system process "," http://amigo.geneontology.org/amigo/term/GO:0031646",0.317446354668042,1.75421348314607
"4065",3,"291","Regulation of protein stability "," http://amigo.geneontology.org/amigo/term/GO:0031647",0.94521196771095,0.501203852327448
"4066",2,"51","Protein destabilization "," http://amigo.geneontology.org/amigo/term/GO:0031648",0.235898535212702,2.1590319792567
"4070",5,"53","Lipopolysaccharide-mediated signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0031663",0.0245990625685092,2.92368913857678
"4071",3,"19","Regulation of lipopolysaccharide-mediated signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0031664",0.0487274632481354,3.50842696629213
"4072",1,"8","Negative regulation of lipopolysaccharide-mediated signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0031665",0.30910664199858,2.80674157303371
"4073",2,"9","Positive regulation of lipopolysaccharide-mediated signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0031666",0.0627050837452177,4.67790262172285
"4074",12,"524","Response to nutrient levels "," http://amigo.geneontology.org/amigo/term/GO:0031667",0.607876850957478,0.956843718079673
"4075",3,"253","Cellular response to extracellular stimulus "," http://amigo.geneontology.org/amigo/term/GO:0031668",0.968550990101398,0.447884293569209
"4076",3,"218","Cellular response to nutrient levels "," http://amigo.geneontology.org/amigo/term/GO:0031669",0.901639133819845,0.576727720486378
"4080",1,"5","Negative regulation of synaptic plasticity "," http://amigo.geneontology.org/amigo/term/GO:0031914",0.137449699499339,7.01685393258427
"4081",1,"15","Positive regulation of synaptic plasticity "," http://amigo.geneontology.org/amigo/term/GO:0031915",0.30910664199858,2.80674157303371
"4082",1,"122","TOR signaling "," http://amigo.geneontology.org/amigo/term/GO:0031929",0.874528612189685,0.501203852327448
"4083",1,"2","Mitochondria-nucleus signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0031930",0.137449699499339,7.01685393258427
"4092",4,"194","Response to corticosteroid "," http://amigo.geneontology.org/amigo/term/GO:0031960",0.702432245350397,0.850527749404154
"4096",1,"22","Regulation of fatty acid beta-oxidation "," http://amigo.geneontology.org/amigo/term/GO:0031998",0.358386953649252,2.33895131086142
"4098",1,"11","Positive regulation of fatty acid beta-oxidation "," http://amigo.geneontology.org/amigo/term/GO:0032000",0.256052708554122,3.50842696629213
"4099",1,"102","Regulation of TOR signaling "," http://amigo.geneontology.org/amigo/term/GO:0032006",0.854417543794957,0.539757994814175
"41",2,"17","Meiotic spindle organization "," http://amigo.geneontology.org/amigo/term/GO:0000212",0.106540603209174,3.50842696629213
"4100",1,"45","Negative regulation of TOR signaling "," http://amigo.geneontology.org/amigo/term/GO:0032007",0.486169863712012,1.55930087390762
"4105",7,"90","Positive regulation of insulin secretion "," http://amigo.geneontology.org/amigo/term/GO:0032024",0.00176706623608784,3.77830596369922
"4106",2,"9","Response to cobalt ion "," http://amigo.geneontology.org/amigo/term/GO:0032025",0.00506431170962796,14.0337078651685
"411",5,"123","Sprouting angiogenesis "," http://amigo.geneontology.org/amigo/term/GO:0002040",0.325570759001387,1.32393470426118
"4116",1,"12","Bleb assembly "," http://amigo.geneontology.org/amigo/term/GO:0032060",0.358386953649252,2.33895131086142
"412",2,"52","Cell migration involved in sprouting angiogenesis "," http://amigo.geneontology.org/amigo/term/GO:0002042",0.518523123436496,1.16947565543071
"4125",2,"79","Negative regulation of NF-kappaB transcription factor activity "," http://amigo.geneontology.org/amigo/term/GO:0032088",0.471782083510637,1.27579162410623
"4126",2,"99","Negative regulation of protein binding "," http://amigo.geneontology.org/amigo/term/GO:0032091",0.723837531010245,0.801926163723916
"4127",4,"97","Positive regulation of protein binding "," http://amigo.geneontology.org/amigo/term/GO:0032092",0.301176661032287,1.4393546528378
"4135",30,"876","Regulation of response to external stimulus "," http://amigo.geneontology.org/amigo/term/GO:0032101",0.0401816784608621,1.38490538143111
"4136",12,"364","Negative regulation of response to external stimulus "," http://amigo.geneontology.org/amigo/term/GO:0032102",0.115824372913229,1.46438690766976
"4137",14,"394","Positive regulation of response to external stimulus "," http://amigo.geneontology.org/amigo/term/GO:0032103",0.219841769839658,1.25943532123307
"4145",1,"133","Activation of protein kinase activity "," http://amigo.geneontology.org/amigo/term/GO:0032147",0.961888451648586,0.318947906026558
"4147",1,"4","Septin cytoskeleton organization "," http://amigo.geneontology.org/amigo/term/GO:0032185",0.0712570056044836,14.0337078651685
"4150",3,"122","Telomere organization "," http://amigo.geneontology.org/amigo/term/GO:0032200",0.53313780387458,1.07951598962835
"4153",2,"75","Regulation of telomere maintenance "," http://amigo.geneontology.org/amigo/term/GO:0032204",0.447411576473624,1.33654360620653
"4154",1,"30","Negative regulation of telomere maintenance "," http://amigo.geneontology.org/amigo/term/GO:0032205",0.358386953649252,2.33895131086142
"4155",1,"48","Positive regulation of telomere maintenance "," http://amigo.geneontology.org/amigo/term/GO:0032206",0.694137136938252,0.877106741573034
"4156",2,"48","Regulation of telomere maintenance via telomerase "," http://amigo.geneontology.org/amigo/term/GO:0032210",0.396866728844104,1.47723240685985
"4157",1,"18","Negative regulation of telomere maintenance via telomerase "," http://amigo.geneontology.org/amigo/term/GO:0032211",0.358386953649252,2.33895131086142
"4158",1,"31","Positive regulation of telomere maintenance via telomerase "," http://amigo.geneontology.org/amigo/term/GO:0032212",0.645244082122132,1.0024077046549
"4168",1,"111","Regulation of actin filament bundle assembly "," http://amigo.geneontology.org/amigo/term/GO:0032231",0.981938894353415,0.259883478984603
"4169",1,"36","Negative regulation of actin filament bundle assembly "," http://amigo.geneontology.org/amigo/term/GO:0032232",0.755165819490379,0.738616203429923
"417",3,"107","Chondrocyte differentiation "," http://amigo.geneontology.org/amigo/term/GO:0002062",0.361878091830593,1.40337078651685
"4172",1,"3","Adenosine transport "," http://amigo.geneontology.org/amigo/term/GO:0032238",0.198937065734469,4.67790262172285
"4178",2,"20","Secretory granule localization "," http://amigo.geneontology.org/amigo/term/GO:0032252",0.130748500010217,3.11860174781523
"4179",1,"14","Dense core granule localization "," http://amigo.geneontology.org/amigo/term/GO:0032253",0.358386953649252,2.33895131086142
"4180",2,"351","Methylation "," http://amigo.geneontology.org/amigo/term/GO:0032259",0.996387664473323,0.267308721241306
"4184",52,"2381","Regulation of cellular protein metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0032268",0.676738810126323,0.952679907296037
"4185",26,"1029","Negative regulation of cellular protein metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0032269",0.271840584943588,1.13668661836256
"4186",27,"1372","Positive regulation of cellular protein metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0032270",0.872786399389354,0.832769477713298
"4187",14,"234","Regulation of protein polymerization "," http://amigo.geneontology.org/amigo/term/GO:0032271",0.0126667031067823,1.92619519718
"4188",7,"86","Negative regulation of protein polymerization "," http://amigo.geneontology.org/amigo/term/GO:0032272",0.0341593523165678,2.2326353421859
"4189",5,"132","Positive regulation of protein polymerization "," http://amigo.geneontology.org/amigo/term/GO:0032273",0.311193694438919,1.34939498703544
"419",7,"243","Epithelial cell development "," http://amigo.geneontology.org/amigo/term/GO:0002064",0.308039072915758,1.27579162410623
"4196",1,"8","Peripheral nervous system myelin maintenance "," http://amigo.geneontology.org/amigo/term/GO:0032287",0.198937065734469,4.67790262172285
"4197",1,"21","Myelin assembly "," http://amigo.geneontology.org/amigo/term/GO:0032288",0.358386953649252,2.33895131086142
"42",13,"618","Microtubule cytoskeleton organization "," http://amigo.geneontology.org/amigo/term/GO:0000226",0.737713533478912,0.872910058599
"420",1,"92","Columnar/cuboidal epithelial cell differentiation "," http://amigo.geneontology.org/amigo/term/GO:0002065",0.804044771001175,0.637895812053115
"4201",1,"29","Peripheral nervous system axon ensheathment "," http://amigo.geneontology.org/amigo/term/GO:0032292",0.404161351344816,2.00481540930979
"4203",1,"25","Regulation of icosanoid secretion "," http://amigo.geneontology.org/amigo/term/GO:0032303",0.486169863712012,1.55930087390762
"4204",1,"5","Negative regulation of icosanoid secretion "," http://amigo.geneontology.org/amigo/term/GO:0032304",0.137449699499339,7.01685393258427
"4205",1,"20","Positive regulation of icosanoid secretion "," http://amigo.geneontology.org/amigo/term/GO:0032305",0.446678601078479,1.75421348314607
"4209",2,"49","Icosanoid secretion "," http://amigo.geneontology.org/amigo/term/GO:0032309",0.317446354668042,1.75421348314607
"4214",2,"52","Regulation of chondrocyte differentiation "," http://amigo.geneontology.org/amigo/term/GO:0032330",0.263116678901191,2.00481540930979
"4216",1,"21","Positive regulation of chondrocyte differentiation "," http://amigo.geneontology.org/amigo/term/GO:0032332",0.358386953649252,2.33895131086142
"4230",6,"155","Response to estradiol "," http://amigo.geneontology.org/amigo/term/GO:0032355",0.316715506438047,1.29541918755402
"4232",1,"34","Intracellular lipid transport "," http://amigo.geneontology.org/amigo/term/GO:0032365",0.645244082122132,1.0024077046549
"4233",1,"25","Intracellular sterol transport "," http://amigo.geneontology.org/amigo/term/GO:0032366",0.588560749729916,1.16947565543071
"4234",1,"25","Intracellular cholesterol transport "," http://amigo.geneontology.org/amigo/term/GO:0032367",0.588560749729916,1.16947565543071
"4235",3,"138","Regulation of lipid transport "," http://amigo.geneontology.org/amigo/term/GO:0032368",0.661386780816618,0.895768587138417
"4236",1,"32","Negative regulation of lipid transport "," http://amigo.geneontology.org/amigo/term/GO:0032369",0.556918413783459,1.27579162410623
"4237",3,"87","Positive regulation of lipid transport "," http://amigo.geneontology.org/amigo/term/GO:0032370",0.401591090560636,1.31566011235955
"4238",1,"63","Regulation of sterol transport "," http://amigo.geneontology.org/amigo/term/GO:0032371",0.772678571803303,0.701685393258427
"4240",1,"37","Positive regulation of sterol transport "," http://amigo.geneontology.org/amigo/term/GO:0032373",0.645244082122132,1.0024077046549
"4241",1,"63","Regulation of cholesterol transport "," http://amigo.geneontology.org/amigo/term/GO:0032374",0.772678571803303,0.701685393258427
"4243",1,"37","Positive regulation of cholesterol transport "," http://amigo.geneontology.org/amigo/term/GO:0032376",0.645244082122132,1.0024077046549
"4253",7,"334","Regulation of intracellular transport "," http://amigo.geneontology.org/amigo/term/GO:0032386",0.754638532903772,0.825512227362855
"4254",1,"61","Negative regulation of intracellular transport "," http://amigo.geneontology.org/amigo/term/GO:0032387",0.831093477768126,0.584737827715356
"4255",4,"191","Positive regulation of intracellular transport "," http://amigo.geneontology.org/amigo/term/GO:0032388",0.774683999910214,0.768970293981838
"4256",2,"84","DNA geometric change "," http://amigo.geneontology.org/amigo/term/GO:0032392",0.603403792399262,1.0024077046549
"4260",4,"287","Regulation of transporter activity "," http://amigo.geneontology.org/amigo/term/GO:0032409",0.930316603679584,0.567018499602769
"4262",1,"131","Positive regulation of transporter activity "," http://amigo.geneontology.org/amigo/term/GO:0032411",0.961888451648586,0.318947906026558
"4263",4,"265","Regulation of ion transmembrane transporter activity "," http://amigo.geneontology.org/amigo/term/GO:0032412",0.902618710107191,0.610161211529067
"4265",1,"123","Positive regulation of ion transmembrane transporter activity "," http://amigo.geneontology.org/amigo/term/GO:0032414",0.952333012932077,0.342285557687038
"4269",3,"81","Lysosome localization "," http://amigo.geneontology.org/amigo/term/GO:0032418",0.321790073533722,1.50361155698234
"427",1,"5","Optic cup morphogenesis involved in camera-type eye development "," http://amigo.geneontology.org/amigo/term/GO:0002072",0.0712570056044836,14.0337078651685
"4272",1,"9","Regulation of phospholipase A2 activity "," http://amigo.geneontology.org/amigo/term/GO:0032429",0.30910664199858,2.80674157303371
"4275",3,"134","Regulation of proteasomal ubiquitin-dependent protein catabolic process "," http://amigo.geneontology.org/amigo/term/GO:0032434",0.497094794450038,1.13786820528394
"4276",2,"38","Negative regulation of proteasomal ubiquitin-dependent protein catabolic process "," http://amigo.geneontology.org/amigo/term/GO:0032435",0.182165175851715,2.55158324821246
"4279",12,"818","Protein modification by small protein conjugation "," http://amigo.geneontology.org/amigo/term/GO:0032446",0.792361595161146,0.829578790059224
"4286",1,"84","Regulation of cytokinesis "," http://amigo.geneontology.org/amigo/term/GO:0032465",0.864845582911456,0.519766957969205
"4288",1,"34","Positive regulation of cytokinesis "," http://amigo.geneontology.org/amigo/term/GO:0032467",0.645244082122132,1.0024077046549
"4290",1,"27","Endoplasmic reticulum calcium ion homeostasis "," http://amigo.geneontology.org/amigo/term/GO:0032469",0.645244082122132,1.0024077046549
"4295",2,"85","Regulation of type I interferon production "," http://amigo.geneontology.org/amigo/term/GO:0032479",0.603403792399262,1.0024077046549
"4297",2,"56","Positive regulation of type I interferon production "," http://amigo.geneontology.org/amigo/term/GO:0032481",0.447411576473624,1.33654360620653
"4300",1,"4","Ral protein signal transduction "," http://amigo.geneontology.org/amigo/term/GO:0032484",0.198937065734469,4.67790262172285
"4301",1,"3","Regulation of Ral protein signal transduction "," http://amigo.geneontology.org/amigo/term/GO:0032485",0.198937065734469,4.67790262172285
"4306",1,"11","Detection of molecule of bacterial origin "," http://amigo.geneontology.org/amigo/term/GO:0032490",0.198937065734469,4.67790262172285
"4308",1,"14","Response to peptidoglycan "," http://amigo.geneontology.org/amigo/term/GO:0032494",0.30910664199858,2.80674157303371
"4309",2,"20","Response to muramyl dipeptide "," http://amigo.geneontology.org/amigo/term/GO:0032495",0.0837405674758654,4.00963081861958
"431",1,"9","Protein depalmitoylation "," http://amigo.geneontology.org/amigo/term/GO:0002084",0.358386953649252,2.33895131086142
"4310",16,"364","Response to lipopolysaccharide "," http://amigo.geneontology.org/amigo/term/GO:0032496",0.0664360736159171,1.49692883895131
"4311",1,"4","Detection of lipopolysaccharide "," http://amigo.geneontology.org/amigo/term/GO:0032497",0.0712570056044836,14.0337078651685
"4313",20,"1109","Multicellular organism reproduction "," http://amigo.geneontology.org/amigo/term/GO:0032504",0.332399481352609,1.11822373427638
"4315",2,"37","Cytokinetic process "," http://amigo.geneontology.org/amigo/term/GO:0032506",0.208852718372431,2.33895131086142
"4316",3,"68","Maintenance of protein location in cell "," http://amigo.geneontology.org/amigo/term/GO:0032507",0.459712220876679,1.20288924558587
"4317",2,"80","DNA duplex unwinding "," http://amigo.geneontology.org/amigo/term/GO:0032508",0.603403792399262,1.0024077046549
"4318",1,"30","Endosome transport via multivesicular body sorting pathway "," http://amigo.geneontology.org/amigo/term/GO:0032509",0.404161351344816,2.00481540930979
"4320",1,"15","Late endosome to vacuole transport via multivesicular body sorting pathway "," http://amigo.geneontology.org/amigo/term/GO:0032511",0.30910664199858,2.80674157303371
"4324",6,"108","Response to retinoic acid "," http://amigo.geneontology.org/amigo/term/GO:0032526",0.026912426416218,2.55158324821246
"4325",1,"42","Protein exit from endoplasmic reticulum "," http://amigo.geneontology.org/amigo/term/GO:0032527",0.588560749729916,1.16947565543071
"4326",2,"25","Microvillus organization "," http://amigo.geneontology.org/amigo/term/GO:0032528",0.263116678901191,2.00481540930979
"4327",1,"14","Regulation of microvillus organization "," http://amigo.geneontology.org/amigo/term/GO:0032530",0.446678601078479,1.75421348314607
"4329",1,"8","Regulation of microvillus assembly "," http://amigo.geneontology.org/amigo/term/GO:0032534",0.256052708554122,3.50842696629213
"4330",20,"405","Regulation of cellular component size "," http://amigo.geneontology.org/amigo/term/GO:0032535",0.00413523296729192,1.88371917653269
"4331",1,"12","Regulation of cell projection size "," http://amigo.geneontology.org/amigo/term/GO:0032536",0.358386953649252,2.33895131086142
"4333",2,"38","Response to progesterone "," http://amigo.geneontology.org/amigo/term/GO:0032570",0.208852718372431,2.33895131086142
"4338",4,"92","Chemokine production "," http://amigo.geneontology.org/amigo/term/GO:0032602",0.236512577287247,1.60385232744783
"4339",1,"13","Granulocyte macrophage colony-stimulating factor production "," http://amigo.geneontology.org/amigo/term/GO:0032604",0.256052708554122,3.50842696629213
"4340",2,"85","Type I interferon production "," http://amigo.geneontology.org/amigo/term/GO:0032606",0.603403792399262,1.0024077046549
"4341",2,"27","Interferon-alpha production "," http://amigo.geneontology.org/amigo/term/GO:0032607",0.182165175851715,2.55158324821246
"4342",2,"55","Interferon-beta production "," http://amigo.geneontology.org/amigo/term/GO:0032608",0.447411576473624,1.33654360620653
"4343",4,"107","Interferon-gamma production "," http://amigo.geneontology.org/amigo/term/GO:0032609",0.384157797363882,1.27579162410623
"4345",5,"85","Interleukin-1 beta production "," http://amigo.geneontology.org/amigo/term/GO:0032611",0.109458395973689,1.94912609238452
"4346",7,"104","Interleukin-1 production "," http://amigo.geneontology.org/amigo/term/GO:0032612",0.0380779702477316,2.18302122347066
"4347",1,"56","Interleukin-10 production "," http://amigo.geneontology.org/amigo/term/GO:0032613",0.772678571803303,0.701685393258427
"4348",6,"54","Interleukin-12 production "," http://amigo.geneontology.org/amigo/term/GO:0032615",0.00695736617176301,3.36808988764045
"4349",1,"21","Interleukin-13 production "," http://amigo.geneontology.org/amigo/term/GO:0032616",0.446678601078479,1.75421348314607
"435",1,"85","Lens development in camera-type eye "," http://amigo.geneontology.org/amigo/term/GO:0002088",0.788941921569787,0.668271803103264
"4350",1,"36","Interleukin-17 production "," http://amigo.geneontology.org/amigo/term/GO:0032620",0.617949267606351,1.07951598962835
"4352",3,"57","Interleukin-2 production "," http://amigo.geneontology.org/amigo/term/GO:0032623",0.261872183863109,1.68404494382022
"4354",1,"8","Interleukin-23 production "," http://amigo.geneontology.org/amigo/term/GO:0032627",0.30910664199858,2.80674157303371
"4358",7,"153","Interleukin-6 production "," http://amigo.geneontology.org/amigo/term/GO:0032635",0.132367751439342,1.637265917603
"4359",9,"76","Interleukin-8 production "," http://amigo.geneontology.org/amigo/term/GO:0032637",0.000119184911163524,4.35528864781093
"4361",8,"165","Tumor necrosis factor production "," http://amigo.geneontology.org/amigo/term/GO:0032640",0.130313721202249,1.58126285804716
"4362",4,"91","Regulation of chemokine production "," http://amigo.geneontology.org/amigo/term/GO:0032642",0.220883136912909,1.65102445472571
"4364",1,"13","Regulation of granulocyte macrophage colony-stimulating factor production "," http://amigo.geneontology.org/amigo/term/GO:0032645",0.256052708554122,3.50842696629213
"4365",2,"27","Regulation of interferon-alpha production "," http://amigo.geneontology.org/amigo/term/GO:0032647",0.182165175851715,2.55158324821246
"4366",2,"55","Regulation of interferon-beta production "," http://amigo.geneontology.org/amigo/term/GO:0032648",0.447411576473624,1.33654360620653
"4367",4,"106","Regulation of interferon-gamma production "," http://amigo.geneontology.org/amigo/term/GO:0032649",0.367546691273508,1.30546119675986
"4369",5,"85","Regulation of interleukin-1 beta production "," http://amigo.geneontology.org/amigo/term/GO:0032651",0.109458395973689,1.94912609238452
"437",3,"69","Regulation of receptor internalization "," http://amigo.geneontology.org/amigo/term/GO:0002090",0.281738371361246,1.61927398444252
"4370",7,"104","Regulation of interleukin-1 production "," http://amigo.geneontology.org/amigo/term/GO:0032652",0.0380779702477316,2.18302122347066
"4371",1,"56","Regulation of interleukin-10 production "," http://amigo.geneontology.org/amigo/term/GO:0032653",0.772678571803303,0.701685393258427
"4372",6,"54","Regulation of interleukin-12 production "," http://amigo.geneontology.org/amigo/term/GO:0032655",0.00695736617176301,3.36808988764045
"4373",1,"21","Regulation of interleukin-13 production "," http://amigo.geneontology.org/amigo/term/GO:0032656",0.446678601078479,1.75421348314607
"4374",1,"36","Regulation of interleukin-17 production "," http://amigo.geneontology.org/amigo/term/GO:0032660",0.617949267606351,1.07951598962835
"4376",3,"57","Regulation of interleukin-2 production "," http://amigo.geneontology.org/amigo/term/GO:0032663",0.261872183863109,1.68404494382022
"4378",1,"8","Regulation of interleukin-23 production "," http://amigo.geneontology.org/amigo/term/GO:0032667",0.30910664199858,2.80674157303371
"438",1,"13","Negative regulation of receptor internalization "," http://amigo.geneontology.org/amigo/term/GO:0002091",0.30910664199858,2.80674157303371
"4382",7,"153","Regulation of interleukin-6 production "," http://amigo.geneontology.org/amigo/term/GO:0032675",0.132367751439342,1.637265917603
"4383",9,"76","Regulation of interleukin-8 production "," http://amigo.geneontology.org/amigo/term/GO:0032677",0.000119184911163524,4.35528864781093
"4385",8,"165","Regulation of tumor necrosis factor production "," http://amigo.geneontology.org/amigo/term/GO:0032680",0.130313721202249,1.58126285804716
"4389",1,"35","Negative regulation of interferon-gamma production "," http://amigo.geneontology.org/amigo/term/GO:0032689",0.645244082122132,1.0024077046549
